# time = 2.54
# Grid points = 1730
# Domain Size = 4
# Pressure (Pa) = 100000
#             1_pos             2_posf             3_rho             4_dvisc             5_uvel             6_vvel             7_wvel
  -2.1924963304e-01  -2.1932825446e-01   1.1960000000e+00   1.8346640000e-05   1.0601216790e+00   9.1141797877e-02   9.1141797877e-02
  -2.1906462368e-01  -2.1917101162e-01   1.1960000000e+00   1.8346640000e-05   1.0457459091e+00   8.6951557401e-02   8.6951557401e-02
  -2.1885013083e-01  -2.1895823574e-01   1.1960000000e+00   1.8346640000e-05   1.0288887858e+00   8.1548664967e-02   8.1548664967e-02
  -2.1853037987e-01  -2.1874202593e-01   1.1960000000e+00   1.8346640000e-05   1.0042707482e+00   7.2841751009e-02   7.2841751009e-02
  -2.1784304174e-01  -2.1831873381e-01   1.1960000000e+00   1.8346640000e-05   9.5862658276e-01   5.2700569259e-02   5.2700569259e-02
  -2.1633158623e-01  -2.1736734968e-01   1.1960000000e+00   1.8346640000e-05   9.4156158807e-01   1.7150281077e-02   1.7150281077e-02
  -2.1419190439e-01  -2.1529582279e-01   1.1960000000e+00   1.8346640000e-05   1.1541126418e+00   1.1321514226e-03   1.1321514226e-03
  -2.1187970124e-01  -2.1308798599e-01   1.1960000000e+00   1.8346640000e-05   1.2465580119e+00  -1.0820353490e-02  -1.0820353490e-02
  -2.1017299614e-01  -2.1067141649e-01   1.1960000000e+00   1.8346640000e-05   1.0520159071e+00   4.2224344049e-02   4.2224344049e-02
  -2.0859627534e-01  -2.0967457579e-01   1.1960000000e+00   1.8346640000e-05   8.8235294199e-01   6.2529039292e-02   6.2529039292e-02
  -2.0684520167e-01  -2.0751797489e-01   1.1960000000e+00   1.8346640000e-05   1.0344299202e+00  -5.2343067018e-02  -5.2343067018e-02
  -2.0497002965e-01  -2.0617242846e-01   1.1960000000e+00   1.8346640000e-05   1.1566948821e+00  -1.2716678459e-01  -1.2716678459e-01
  -2.0323870781e-01  -2.0376763085e-01   1.1960000000e+00   1.8346640000e-05   9.4947467921e-01  -9.2561412351e-02  -9.2561412351e-02
  -2.0177948974e-01  -2.0270978477e-01   1.1960000000e+00   1.8346640000e-05   8.0963271399e-01  -6.0390315926e-02  -6.0390315926e-02
  -2.0024596917e-01  -2.0084919470e-01   1.1960000000e+00   1.8346640000e-05   9.4637389399e-01  -4.5634196974e-02  -4.5634196974e-02
  -1.9913088435e-01  -1.9964274363e-01   1.1960000000e+00   1.8346640000e-05   1.1321686378e+00  -3.8926463573e-02  -3.8926463573e-02
  -1.9828241203e-01  -1.9861902506e-01   1.1960000000e+00   1.8346640000e-05   1.2057345344e+00  -1.6194394862e-02  -1.6194394862e-02
  -1.9762026446e-01  -1.9794579900e-01   1.1960000000e+00   1.8346640000e-05   1.2262193181e+00   1.3464362059e-02   1.3464362059e-02
  -1.9715900763e-01  -1.9729472992e-01   1.1960000000e+00   1.8346640000e-05   1.2297403623e+00   3.7560399176e-02   3.7560399176e-02
  -1.9689732897e-01  -1.9702328534e-01   1.1960000000e+00   1.8346640000e-05   1.2306975294e+00   4.9878808532e-02   4.9878808532e-02
  -1.9670208439e-01  -1.9677137261e-01   1.1960000000e+00   1.8346640000e-05   1.2310202596e+00   5.7239569354e-02   5.7239569354e-02
  -1.9643168453e-01  -1.9663279618e-01   1.1960000000e+00   1.8346640000e-05   1.2312465840e+00   6.5589211705e-02   6.5589211705e-02
  -1.9611197662e-01  -1.9623057288e-01   1.1960000000e+00   1.8346640000e-05   1.2309839602e+00   6.7291328009e-02   6.7291328009e-02
  -1.9586362480e-01  -1.9599338035e-01   1.1960000000e+00   1.8346640000e-05   1.2307791306e+00   6.4639085052e-02   6.4639085052e-02
  -1.9564855687e-01  -1.9573386925e-01   1.1960000000e+00   1.8346640000e-05   1.2308677283e+00   5.8766962961e-02   5.8766962961e-02
  -1.9541110450e-01  -1.9556324450e-01   1.1960000000e+00   1.8346640000e-05   1.2313363521e+00   5.0028754775e-02   5.0028754775e-02
  -1.9502113245e-01  -1.9525896451e-01   1.1960000000e+00   1.8346640000e-05   1.2335820017e+00   3.0522320963e-02   3.0522320963e-02
  -1.9415321827e-01  -1.9478330039e-01   1.1960000000e+00   1.8346640000e-05   1.2415186493e+00  -2.0805779579e-02  -2.0805779579e-02
  -1.9302741110e-01  -1.9352313614e-01   1.1960000000e+00   1.8346640000e-05   1.1639892234e+00  -5.4344261981e-02  -5.4344261981e-02
  -1.9207627988e-01  -1.9253168606e-01   1.1960000000e+00   1.8346640000e-05   1.0899267478e+00  -6.3606071487e-02  -6.3606071487e-02
  -1.9115597965e-01  -1.9162087370e-01   1.1960000000e+00   1.8346640000e-05   1.0983284215e+00  -6.6969303882e-02  -6.6969303882e-02
  -1.9020265534e-01  -1.9069108559e-01   1.1960000000e+00   1.8346640000e-05   1.1913107564e+00  -6.5351571345e-02  -6.5351571345e-02
  -1.8936133226e-01  -1.8971422509e-01   1.1960000000e+00   1.8346640000e-05   1.2481497898e+00  -4.5749406471e-02  -4.5749406471e-02
  -1.8866955633e-01  -1.8900843944e-01   1.1960000000e+00   1.8346640000e-05   1.2628187935e+00  -2.0375289787e-02  -2.0375289787e-02
  -1.8811320175e-01  -1.8833067322e-01   1.1960000000e+00   1.8346640000e-05   1.2738303693e+00  -1.5506910129e-04  -1.5506910129e-04
  -1.8780455471e-01  -1.8789573028e-01   1.1960000000e+00   1.8346640000e-05   1.2876321818e+00   7.4500035708e-03   7.4500035708e-03
  -1.8762293924e-01  -1.8771337914e-01   1.1960000000e+00   1.8346640000e-05   1.2979896381e+00   1.0712140901e-02   1.0712140901e-02
  -1.8734916055e-01  -1.8753249933e-01   1.1960000000e+00   1.8346640000e-05   1.3169269433e+00   1.3637424097e-02   1.3637424097e-02
  -1.8701595479e-01  -1.8716582177e-01   1.1960000000e+00   1.8346640000e-05   1.3469723499e+00   1.2074602356e-02   1.2074602356e-02
  -1.8675265655e-01  -1.8686608781e-01   1.1960000000e+00   1.8346640000e-05   1.3728906745e+00   8.1462350454e-03   8.1462350454e-03
  -1.8644624800e-01  -1.8663922529e-01   1.1960000000e+00   1.8346640000e-05   1.4031177063e+00   1.9759923494e-03   1.9759923494e-03
  -1.8606572573e-01  -1.8625327071e-01   1.1960000000e+00   1.8346640000e-05   1.4367247205e+00  -6.7238894850e-03  -6.7238894850e-03
  -1.8560025110e-01  -1.8587818076e-01   1.1960000000e+00   1.8346640000e-05   1.4705470788e+00  -1.4839529201e-02  -1.4839529201e-02
  -1.8504557856e-01  -1.8532232145e-01   1.1960000000e+00   1.8346640000e-05   1.4998642040e+00  -1.3663232118e-02  -1.3663232118e-02
  -1.8448530995e-01  -1.8476883566e-01   1.1960000000e+00   1.8346640000e-05   1.5237134962e+00  -3.6433281970e-03  -3.6433281970e-03
  -1.8391356154e-01  -1.8420178425e-01   1.1960000000e+00   1.8346640000e-05   1.5403110283e+00   3.5595597824e-03   3.5595597824e-03
  -1.8339756115e-01  -1.8362533882e-01   1.1960000000e+00   1.8346640000e-05   1.5467701880e+00  -3.3879989095e-04  -3.3879989095e-04
  -1.8296493328e-01  -1.8316978347e-01   1.1960000000e+00   1.8346640000e-05   1.5498124669e+00  -7.6971391643e-03  -7.6971391643e-03
  -1.8263437264e-01  -1.8276008308e-01   1.1960000000e+00   1.8346640000e-05   1.5516747645e+00  -1.2089285887e-02  -1.2089285887e-02
  -1.8228660849e-01  -1.8250866219e-01   1.1960000000e+00   1.8346640000e-05   1.5530825540e+00  -1.4188085566e-02  -1.4188085566e-02
  -1.8189865586e-01  -1.8206455478e-01   1.1960000000e+00   1.8346640000e-05   1.5527889221e+00  -9.5334781533e-03  -9.5334781533e-03
  -1.8133179077e-01  -1.8173275693e-01   1.1960000000e+00   1.8346640000e-05   1.5509525076e+00   2.4107459870e-03   2.4107459870e-03
  -1.8051320276e-01  -1.8093082460e-01   1.1960000000e+00   1.8346640000e-05   1.5497169836e+00   1.2618200231e-02   1.2618200231e-02
  -1.7963112505e-01  -1.8009558091e-01   1.1960000000e+00   1.8346640000e-05   1.5243671763e+00   4.5406518623e-03   4.5406518623e-03
  -1.7893495032e-01  -1.7916666918e-01   1.1960000000e+00   1.8346640000e-05   1.4979369050e+00   1.2379695470e-02   1.2379695470e-02
  -1.7845456454e-01  -1.7870323146e-01   1.1960000000e+00   1.8346640000e-05   1.4734960410e+00   2.5264565837e-02   2.5264565837e-02
  -1.7801081926e-01  -1.7820589762e-01   1.1960000000e+00   1.8346640000e-05   1.4462037747e+00   4.5132593110e-02   4.5132593110e-02
  -1.7769181316e-01  -1.7781574090e-01   1.1960000000e+00   1.8346640000e-05   1.4276413157e+00   6.3865232321e-02   6.3865232321e-02
  -1.7733558403e-01  -1.7756788543e-01   1.1960000000e+00   1.8346640000e-05   1.4088071985e+00   8.7137108196e-02   8.7137108196e-02
  -1.7681193694e-01  -1.7710328263e-01   1.1960000000e+00   1.8346640000e-05   1.3862752802e+00   1.2339843691e-01   1.2339843691e-01
  -1.7621127512e-01  -1.7652059124e-01   1.1960000000e+00   1.8346640000e-05   1.3527832428e+00   1.5282617348e-01   1.5282617348e-01
  -1.7578925428e-01  -1.7590195900e-01   1.1960000000e+00   1.8346640000e-05   1.3262451409e+00   1.6024978165e-01   1.6024978165e-01
  -1.7550318414e-01  -1.7567654956e-01   1.1960000000e+00   1.8346640000e-05   1.3122719903e+00   1.6341348082e-01   1.6341348082e-01
  -1.7515950868e-01  -1.7532981873e-01   1.1960000000e+00   1.8346640000e-05   1.3081217587e+00   1.6535664244e-01   1.6535664244e-01
  -1.7481710022e-01  -1.7498919862e-01   1.1960000000e+00   1.8346640000e-05   1.3181636641e+00   1.6602738521e-01   1.6602738521e-01
  -1.7448259756e-01  -1.7464500181e-01   1.1960000000e+00   1.8346640000e-05   1.3386201890e+00   1.6435438938e-01   1.6435438938e-01
  -1.7410049720e-01  -1.7432019331e-01   1.1960000000e+00   1.8346640000e-05   1.3667052526e+00   1.5790056302e-01   1.5790056302e-01
  -1.7366487915e-01  -1.7388080108e-01   1.1960000000e+00   1.8346640000e-05   1.3951698265e+00   1.4088470905e-01   1.4088470905e-01
  -1.7328734849e-01  -1.7344895723e-01   1.1960000000e+00   1.8346640000e-05   1.4155237605e+00   1.1973680260e-01   1.1973680260e-01
  -1.7294132070e-01  -1.7312573976e-01   1.1960000000e+00   1.8346640000e-05   1.4344243344e+00   9.9092539069e-02   9.9092539069e-02
  -1.7262895103e-01  -1.7275690163e-01   1.1960000000e+00   1.8346640000e-05   1.4540402561e+00   8.2018046213e-02   8.2018046213e-02
  -1.7214550042e-01  -1.7250100044e-01   1.1960000000e+00   1.8346640000e-05   1.4860308788e+00   5.8514016758e-02   5.8514016758e-02
  -1.7114513112e-01  -1.7179000040e-01   1.1960000000e+00   1.8346640000e-05   1.5373278162e+00   2.8878227107e-02   2.8878227107e-02
  -1.6984187359e-01  -1.7050026185e-01   1.1960000000e+00   1.8346640000e-05   1.6081567065e+00   6.0761125467e-02   6.0761125467e-02
  -1.6884281749e-01  -1.6918348534e-01   1.1960000000e+00   1.8346640000e-05   1.6752764726e+00   6.0535220536e-02   6.0535220536e-02
  -1.6836211429e-01  -1.6850214964e-01   1.1960000000e+00   1.8346640000e-05   1.7635434030e+00   6.8344315614e-02   6.8344315614e-02
  -1.6807643418e-01  -1.6822207894e-01   1.1960000000e+00   1.8346640000e-05   1.8248360021e+00   7.6269604561e-02   7.6269604561e-02
  -1.6760135964e-01  -1.6793078942e-01   1.1960000000e+00   1.8346640000e-05   1.9334851571e+00   9.5072345423e-02   9.5072345423e-02
  -1.6699050187e-01  -1.6727192985e-01   1.1960000000e+00   1.8346640000e-05   2.0426725698e+00   1.2680258339e-01   1.2680258339e-01
  -1.6617030277e-01  -1.6670907389e-01   1.1960000000e+00   1.8346640000e-05   2.1315569892e+00   1.5928387000e-01   1.5928387000e-01
  -1.6508770138e-01  -1.6563153166e-01   1.1960000000e+00   1.8346640000e-05   2.1435583744e+00   1.4181320336e-01   1.4181320336e-01
  -1.6425982078e-01  -1.6454387110e-01   1.1960000000e+00   1.8346640000e-05   2.0734613121e+00   7.2835154974e-02   7.2835154974e-02
  -1.6368360438e-01  -1.6397577046e-01   1.1960000000e+00   1.8346640000e-05   1.9938887037e+00   7.5955374002e-03   7.5955374002e-03
  -1.6317829370e-01  -1.6339143829e-01   1.1960000000e+00   1.8346640000e-05   1.9031185680e+00  -5.9803679335e-02  -5.9803679335e-02
  -1.6282656486e-01  -1.6296514910e-01   1.1960000000e+00   1.8346640000e-05   1.8367753275e+00  -1.0775987647e-01  -1.0775987647e-01
  -1.6253306792e-01  -1.6268798062e-01   1.1960000000e+00   1.8346640000e-05   1.7833253219e+00  -1.4647033011e-01  -1.4647033011e-01
  -1.6216755721e-01  -1.6237815521e-01   1.1960000000e+00   1.8346640000e-05   1.7238438906e+00  -1.9059428440e-01  -1.9059428440e-01
  -1.6161827247e-01  -1.6195695921e-01   1.1960000000e+00   1.8346640000e-05   1.6597852233e+00  -2.4296608779e-01  -2.4296608779e-01
  -1.6093342504e-01  -1.6127958573e-01   1.1960000000e+00   1.8346640000e-05   1.6566867807e+00  -2.6645554770e-01  -2.6645554770e-01
  -1.6032236088e-01  -1.6058726435e-01   1.1960000000e+00   1.8346640000e-05   1.7294202222e+00  -2.4483406042e-01  -2.4483406042e-01
  -1.5989547019e-01  -1.6005745742e-01   1.1960000000e+00   1.8346640000e-05   1.8099899254e+00  -2.1132663756e-01  -2.1132663756e-01
  -1.5960472250e-01  -1.5973348296e-01   1.1960000000e+00   1.8346640000e-05   1.8722220758e+00  -1.8318520721e-01  -1.8318520721e-01
  -1.5933410604e-01  -1.5947596203e-01   1.1960000000e+00   1.8346640000e-05   1.9328146497e+00  -1.5441700831e-01  -1.5441700831e-01
  -1.5889298920e-01  -1.5919225006e-01   1.1960000000e+00   1.8346640000e-05   2.0317912402e+00  -1.0525187750e-01  -1.0525187750e-01
  -1.5814658225e-01  -1.5859372834e-01   1.1960000000e+00   1.8346640000e-05   2.1758060179e+00  -2.7199542612e-02  -2.7199542612e-02
  -1.5727735507e-01  -1.5769943615e-01   1.1960000000e+00   1.8346640000e-05   2.2668144646e+00   2.8098254634e-02   2.8098254634e-02
  -1.5644901516e-01  -1.5685527398e-01   1.1960000000e+00   1.8346640000e-05   2.3134892972e+00   5.0727928061e-02   5.0727928061e-02
  -1.5563664692e-01  -1.5604275634e-01   1.1960000000e+00   1.8346640000e-05   2.3559775200e+00   5.8620552614e-02   5.8620552614e-02
  -1.5496496490e-01  -1.5523053750e-01   1.1960000000e+00   1.8346640000e-05   2.3927545279e+00   6.2117269721e-02   6.2117269721e-02
  -1.5423703254e-01  -1.5469939230e-01   1.1960000000e+00   1.8346640000e-05   2.4232317728e+00   6.4519495657e-02   6.4519495657e-02
  -1.5331101003e-01  -1.5377467278e-01   1.1960000000e+00   1.8346640000e-05   2.4139687898e+00   6.2875041536e-02   6.2875041536e-02
  -1.5264903061e-01  -1.5284734728e-01   1.1960000000e+00   1.8346640000e-05   2.3763995294e+00   6.0110234504e-02   6.0110234504e-02
  -1.5218511411e-01  -1.5245071394e-01   1.1960000000e+00   1.8346640000e-05   2.3473065937e+00   5.9531325368e-02   5.9531325368e-02
  -1.5164934823e-01  -1.5191951429e-01   1.1960000000e+00   1.8346640000e-05   2.3169748200e+00   6.3049567094e-02   6.3049567094e-02
  -1.5097798464e-01  -1.5137918217e-01   1.1960000000e+00   1.8346640000e-05   2.2919785828e+00   7.5008308207e-02   7.5008308207e-02
  -1.5034276467e-01  -1.5057678711e-01   1.1960000000e+00   1.8346640000e-05   2.2933845731e+00   9.7077587489e-02   9.7077587489e-02
  -1.4971533199e-01  -1.5010874223e-01   1.1960000000e+00   1.8346640000e-05   2.3044741005e+00   1.2118775551e-01   1.2118775551e-01
  -1.4892951222e-01  -1.4932192174e-01   1.1960000000e+00   1.8346640000e-05   2.3241486808e+00   1.4637598498e-01   1.4637598498e-01
  -1.4783812596e-01  -1.4853710270e-01   1.1960000000e+00   1.8346640000e-05   2.3412318894e+00   1.6367692131e-01   1.6367692131e-01
  -1.4680154032e-01  -1.4713914922e-01   1.1960000000e+00   1.8346640000e-05   2.3741883304e+00   1.7051403105e-01   1.7051403105e-01
  -1.4630516384e-01  -1.4646393142e-01   1.1960000000e+00   1.8346640000e-05   2.4530778932e+00   1.9084632748e-01   1.9084632748e-01
  -1.4606695635e-01  -1.4614639625e-01   1.1960000000e+00   1.8346640000e-05   2.5018258895e+00   1.9984136134e-01   1.9984136134e-01
  -1.4590916467e-01  -1.4598751646e-01   1.1960000000e+00   1.8346640000e-05   2.5363082010e+00   2.0482640410e-01   2.0482640410e-01
  -1.4577769100e-01  -1.4583081289e-01   1.1960000000e+00   1.8346640000e-05   2.5659489966e+00   2.0790193780e-01   2.0790193780e-01
  -1.4569819377e-01  -1.4572456911e-01   1.1960000000e+00   1.8346640000e-05   2.5839377423e+00   2.0928623687e-01   2.0928623687e-01
  -1.4564556425e-01  -1.4567181842e-01   1.1960000000e+00   1.8346640000e-05   2.5958115296e+00   2.1004955670e-01   2.1004955670e-01
  -1.4559871559e-01  -1.4561931007e-01   1.1960000000e+00   1.8346640000e-05   2.6063182175e+00   2.1059812091e-01   2.1059812091e-01
  -1.4554931951e-01  -1.4557812111e-01   1.1960000000e+00   1.8346640000e-05   2.6173225982e+00   2.1107387283e-01   2.1107387283e-01
  -1.4549528496e-01  -1.4552051791e-01   1.1960000000e+00   1.8346640000e-05   2.6292152326e+00   2.1144899032e-01   2.1144899032e-01
  -1.4544233667e-01  -1.4547005200e-01   1.1960000000e+00   1.8346640000e-05   2.6407171970e+00   2.1170605314e-01   2.1170605314e-01
  -1.4534749888e-01  -1.4541462134e-01   1.1960000000e+00   1.8346640000e-05   2.6609748308e+00   2.1198149017e-01   2.1198149017e-01
  -1.4524273152e-01  -1.4528037642e-01   1.1960000000e+00   1.8346640000e-05   2.6822487387e+00   2.1196945417e-01   2.1196945417e-01
  -1.4518017506e-01  -1.4520508661e-01   1.1960000000e+00   1.8346640000e-05   2.6945457095e+00   2.1193535798e-01   2.1193535798e-01
  -1.4512943877e-01  -1.4515526351e-01   1.1960000000e+00   1.8346640000e-05   2.7042953574e+00   2.1191917291e-01   2.1191917291e-01
  -1.4506400478e-01  -1.4510361404e-01   1.1960000000e+00   1.8346640000e-05   2.7165671373e+00   2.1194129923e-01   2.1194129923e-01
  -1.4493436890e-01  -1.4502439551e-01   1.1960000000e+00   1.8346640000e-05   2.7399624945e+00   2.1221957858e-01   2.1221957858e-01
  -1.4475503244e-01  -1.4484434228e-01   1.1960000000e+00   1.8346640000e-05   2.7695600618e+00   2.1390925898e-01   2.1390925898e-01
  -1.4457721793e-01  -1.4466572261e-01   1.1960000000e+00   1.8346640000e-05   2.7965720878e+00   2.1719224118e-01   2.1719224118e-01
  -1.4440233017e-01  -1.4448871325e-01   1.1960000000e+00   1.8346640000e-05   2.8213862571e+00   2.2175510116e-01   2.2175510116e-01
  -1.4427928245e-01  -1.4431594710e-01   1.1960000000e+00   1.8346640000e-05   2.8381380700e+00   2.2541614854e-01   2.2541614854e-01
  -1.4421840554e-01  -1.4424261780e-01   1.1960000000e+00   1.8346640000e-05   2.8463905601e+00   2.2723578745e-01   2.2723578745e-01
  -1.4417090256e-01  -1.4419419327e-01   1.1960000000e+00   1.8346640000e-05   2.8528466398e+00   2.2863872410e-01   2.2863872410e-01
  -1.4411648422e-01  -1.4414761184e-01   1.1960000000e+00   1.8346640000e-05   2.8602944893e+00   2.3021014655e-01   2.3021014655e-01
  -1.4404372703e-01  -1.4408535660e-01   1.1960000000e+00   1.8346640000e-05   2.8704217689e+00   2.3221584142e-01   2.3221584142e-01
  -1.4396123168e-01  -1.4400209746e-01   1.1960000000e+00   1.8346640000e-05   2.8823394776e+00   2.3429476630e-01   2.3429476630e-01
  -1.4387086011e-01  -1.4392036591e-01   1.1960000000e+00   1.8346640000e-05   2.8961161613e+00   2.3632788375e-01   2.3632788375e-01
  -1.4377056076e-01  -1.4382135431e-01   1.1960000000e+00   1.8346640000e-05   2.9127972081e+00   2.3825203977e-01   2.3825203977e-01
  -1.4366624130e-01  -1.4371976721e-01   1.1960000000e+00   1.8346640000e-05   2.9321825697e+00   2.3996638659e-01   2.3996638659e-01
  -1.4358895233e-01  -1.4361271538e-01   1.1960000000e+00   1.8346640000e-05   2.9485991494e+00   2.4112440541e-01   2.4112440541e-01
  -1.4354297707e-01  -1.4356518927e-01   1.1960000000e+00   1.8346640000e-05   2.9589933269e+00   2.4181466714e-01   2.4181466714e-01
  -1.4349144947e-01  -1.4352076488e-01   1.1960000000e+00   1.8346640000e-05   2.9713519564e+00   2.4261079773e-01   2.4261079773e-01
  -1.4339640829e-01  -1.4346213405e-01   1.1960000000e+00   1.8346640000e-05   2.9959989763e+00   2.4419406836e-01   2.4419406836e-01
  -1.4326669019e-01  -1.4333068253e-01   1.1960000000e+00   1.8346640000e-05   3.0358951118e+00   2.4705114023e-01   2.4705114023e-01
  -1.4311993586e-01  -1.4320269785e-01   1.1960000000e+00   1.8346640000e-05   3.0882121780e+00   2.5148079411e-01   2.5148079411e-01
  -1.4295430250e-01  -1.4303717388e-01   1.1960000000e+00   1.8346640000e-05   3.1568626717e+00   2.5855405475e-01   2.5855405475e-01
  -1.4280319396e-01  -1.4287143112e-01   1.1960000000e+00   1.8346640000e-05   3.2250864097e+00   2.6636891945e-01   2.6636891945e-01
  -1.4269706018e-01  -1.4273495679e-01   1.1960000000e+00   1.8346640000e-05   3.2733094018e+00   2.7177874975e-01   2.7177874975e-01
  -1.4262864462e-01  -1.4265916357e-01   1.1960000000e+00   1.8346640000e-05   3.3035579202e+00   2.7490165598e-01   2.7490165598e-01
  -1.4256655576e-01  -1.4259812567e-01   1.1960000000e+00   1.8346640000e-05   3.3299162056e+00   2.7728527790e-01   2.7728527790e-01
  -1.4250050730e-01  -1.4253498584e-01   1.1960000000e+00   1.8346640000e-05   3.3562556987e+00   2.7912499355e-01   2.7912499355e-01
  -1.4242968230e-01  -1.4246602875e-01   1.1960000000e+00   1.8346640000e-05   3.3818863933e+00   2.8001928501e-01   2.8001928501e-01
  -1.4235142815e-01  -1.4239333585e-01   1.1960000000e+00   1.8346640000e-05   3.4064051166e+00   2.7941482643e-01   2.7941482643e-01
  -1.4224828563e-01  -1.4230952045e-01   1.1960000000e+00   1.8346640000e-05   3.4317704888e+00   2.7564580679e-01   2.7564580679e-01
  -1.4212496337e-01  -1.4218705081e-01   1.1960000000e+00   1.8346640000e-05   3.4476620342e+00   2.6479356884e-01   2.6479356884e-01
  -1.4196009566e-01  -1.4206287594e-01   1.1960000000e+00   1.8346640000e-05   3.4471020271e+00   2.4038546546e-01   2.4038546546e-01
  -1.4175471162e-01  -1.4185731538e-01   1.1960000000e+00   1.8346640000e-05   3.4006730656e+00   1.8847132346e-01   1.8847132346e-01
  -1.4159596451e-01  -1.4165210786e-01   1.1960000000e+00   1.8346640000e-05   3.3385926271e+00   1.3608598683e-01   1.3608598683e-01
  -1.4148961877e-01  -1.4153982115e-01   1.1960000000e+00   1.8346640000e-05   3.2920680090e+00   9.9179284475e-02   9.9179284475e-02
  -1.4137066825e-01  -1.4143941639e-01   1.1960000000e+00   1.8346640000e-05   3.2385341194e+00   5.8201803218e-02   5.8201803218e-02
  -1.4120495983e-01  -1.4130192011e-01   1.1960000000e+00   1.8346640000e-05   3.1684231124e+00   6.4451956880e-03   6.4451956880e-03
  -1.4101086576e-01  -1.4110799954e-01   1.1960000000e+00   1.8346640000e-05   3.1082938027e+00  -3.5214172212e-02  -3.5214172212e-02
  -1.4071612234e-01  -1.4091373199e-01   1.1960000000e+00   1.8346640000e-05   3.0649408297e+00  -5.8464796102e-02  -5.8464796102e-02
  -1.4041515969e-01  -1.4051851268e-01   1.1960000000e+00   1.8346640000e-05   3.1211056861e+00   2.7634028195e-03   2.7634028195e-03
  -1.4025493456e-01  -1.4031180670e-01   1.1960000000e+00   1.8346640000e-05   3.1568215145e+00   3.9237200615e-02   3.9237200615e-02
  -1.4014368019e-01  -1.4019806242e-01   1.1960000000e+00   1.8346640000e-05   3.1789713465e+00   6.1781942957e-02   6.1781942957e-02
  -1.3997943631e-01  -1.4008929795e-01   1.1960000000e+00   1.8346640000e-05   3.2036786717e+00   8.7411813949e-02   8.7411813949e-02
  -1.3975608911e-01  -1.3986957466e-01   1.1960000000e+00   1.8346640000e-05   3.2019706250e+00   8.9256626340e-02   8.9256626340e-02
  -1.3958781643e-01  -1.3964260356e-01   1.1960000000e+00   1.8346640000e-05   3.1721343634e+00   6.2238807813e-02   6.2238807813e-02
  -1.3947810480e-01  -1.3953302929e-01   1.1960000000e+00   1.8346640000e-05   3.1466715568e+00   3.7516627529e-02   3.7516627529e-02
  -1.3932711220e-01  -1.3942318031e-01   1.1960000000e+00   1.8346640000e-05   3.1069035944e+00  -3.8999115267e-03  -3.8999115267e-03
  -1.3903222924e-01  -1.3923104408e-01   1.1960000000e+00   1.8346640000e-05   3.0321370115e+00  -9.6348230437e-02  -9.6348230437e-02
  -1.3863003561e-01  -1.3883341440e-01   1.1960000000e+00   1.8346640000e-05   3.0392040185e+00  -1.7521796122e-01  -1.7521796122e-01
  -1.3828027385e-01  -1.3842665683e-01   1.1960000000e+00   1.8346640000e-05   3.1635923257e+00  -1.7403289847e-01  -1.7403289847e-01
  -1.3806341035e-01  -1.3813389087e-01   1.1960000000e+00   1.8346640000e-05   3.2835644317e+00  -1.4987371354e-01  -1.4987371354e-01
  -1.3792402301e-01  -1.3799292982e-01   1.1960000000e+00   1.8346640000e-05   3.3712948497e+00  -1.2916823577e-01  -1.2916823577e-01
  -1.3780806708e-01  -1.3785511619e-01   1.1960000000e+00   1.8346640000e-05   3.4513603252e+00  -1.0884025296e-01  -1.0884025296e-01
  -1.3773296496e-01  -1.3776101796e-01   1.1960000000e+00   1.8346640000e-05   3.5056973771e+00  -9.4699484015e-02  -9.4699484015e-02
  -1.3767673054e-01  -1.3770491197e-01   1.1960000000e+00   1.8346640000e-05   3.5472828818e+00  -8.3789731547e-02  -8.3789731547e-02
  -1.3760943482e-01  -1.3764854911e-01   1.1960000000e+00   1.8346640000e-05   3.5979306008e+00  -7.0449926691e-02  -7.0449926691e-02
  -1.3748643037e-01  -1.3757032053e-01   1.1960000000e+00   1.8346640000e-05   3.6921022638e+00  -4.5659246089e-02  -4.5659246089e-02
  -1.3732112622e-01  -1.3740254021e-01   1.1960000000e+00   1.8346640000e-05   3.8195875027e+00  -1.2851155111e-02  -1.2851155111e-02
  -1.3718184883e-01  -1.3723971222e-01   1.1960000000e+00   1.8346640000e-05   3.9230270411e+00   1.2376899915e-02   1.2376899915e-02
  -1.3706747225e-01  -1.3712398545e-01   1.1960000000e+00   1.8346640000e-05   4.0030879478e+00   3.0608697963e-02   3.0608697963e-02
  -1.3698385938e-01  -1.3701095905e-01   1.1960000000e+00   1.8346640000e-05   4.0565954029e+00   4.1507018014e-02   4.1507018014e-02
  -1.3693311206e-01  -1.3695675972e-01   1.1960000000e+00   1.8346640000e-05   4.0872959378e+00   4.7277460166e-02   4.7277460166e-02
  -1.3687323625e-01  -1.3690946440e-01   1.1960000000e+00   1.8346640000e-05   4.1215034374e+00   5.3133871423e-02   5.3133871423e-02
  -1.3677706624e-01  -1.3683700810e-01   1.1960000000e+00   1.8346640000e-05   4.1709686744e+00   5.9967543140e-02   5.9967543140e-02
  -1.3665630386e-01  -1.3671712437e-01   1.1960000000e+00   1.8346640000e-05   4.2201656288e+00   6.2517924037e-02   6.2517924037e-02
  -1.3649096854e-01  -1.3659548335e-01   1.1960000000e+00   1.8346640000e-05   4.2676732699e+00   5.6806627503e-02   5.6806627503e-02
